row_id,input_url,content_type,text_raw,text_norm,sentiment_label,sentiment_confidence,watch_intent_label,watch_intent_confidence,confusion_flag,theme_id,theme_label,theme_human_label,theme_description,theme_confidence,is_canonical,canonical_id,label_source
r314,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,
r315,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Yo ??,yo ??,neu,0.3786,low,0.3387,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9068,0,c126,llm
r316,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,
r317,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Chopped,chopped,neu,0.3524,low,0.3603,0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.8930,0,c134,llm
r318,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,
r319,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,@brockeii ????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r320,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,
r321,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r322,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,
r323,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r324,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Go watch,go watch,pos,0.3661,high,0.3557,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8290,0,c131,llm
r326,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,Fun fact. If you don’t speed you won’t be pulled over and agitated.,fun fact. if you don’t speed you won’t be pulled over and agitated.,neu,0.3451,low,0.3821,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.9011,1,c163,llm
r327,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,"@cabanaboy70 it’s not real, relax inspector gadget","it’s not real, relax inspector gadget",neu,0.3594,low,0.3361,0,t10,not_pilot_season,AI or Fake Content,Comments questioning if the content is AI-generated or not real.,0.8854,1,c164,llm
r328,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@2door_k24 Oddly enough I am aware of that.,oddly enough i am aware of that.,pos,0.3756,low,0.3658,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8423,1,c165,llm
r329,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@cabanaboy70 fun fact multiple states still have quota systems for speeding tickets so police will lie to pull people over to reach quotas,fun fact multiple states still have quota systems for speeding tickets so police will lie to pull people over to reach quotas,neu,0.3550,low,0.3497,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8578,1,c166,llm
r330,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@cabanaboy70 what do you mean? 70 in a 55 isn’t speeding. That’s going speed limit.,what do you mean? 70 in a 55 isn’t speeding. that’s going speed limit.,neu,0.3685,low,0.3501,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8611,1,c167,llm
r331,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@cabanaboy70 I’ve been pulled over for a tail light that was out. However I was not ticketed. Just sayin,i’ve been pulled over for a tail light that was out. however i was not ticketed. just sayin,neu,0.3537,low,0.3596,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8957,1,c168,llm
r332,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@cabanaboy70 your opinion isn’t going to change the script.,your opinion isn’t going to change the script.,neu,0.3553,low,0.3649,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8577,1,c169,llm
r333,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@cabanaboy70 get that boot out your mouth cuck,get that boot out your mouth cuck,neg,0.3539,low,0.3761,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8806,1,c170,llm
r334,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@cabanaboy70 fun fact everybody with a license knows that,fun fact everybody with a license knows that,neu,0.3670,low,0.3433,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8962,1,c171,llm
r335,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@cabanaboy70 been pulled over before while going the speed limit btw,been pulled over before while going the speed limit btw,neu,0.3562,low,0.3524,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8973,1,c172,llm
r336,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@cabanaboy70 Never heard of a speed trap?,never heard of a speed trap?,neu,0.3663,low,0.3474,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8832,1,c173,llm
r337,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@cabanaboy70 fun fact if you get out the left lane you won’t be actively cause traffic,fun fact if you get out the left lane you won’t be actively cause traffic,neu,0.3505,low,0.3685,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8550,1,c174,llm
r338,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@tylerhoward314 I commute 950 km a week. I go by them all the time.,i commute 950 km a week. i go by them all the time.,neu,0.3529,low,0.3400,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8189,1,c175,llm
r339,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@kenanu_anak I rarely travel in the left lane. Only to pass.,i rarely travel in the left lane. only to pass.,neu,0.3508,low,0.3624,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8290,1,c176,llm
r340,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@cabanaboy70 fun fact that’s cause you’re white,fun fact that’s cause you’re white,neu,0.3476,low,0.3422,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8596,1,c177,llm
r341,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@cabanaboy70 aren’t you clever,aren’t you clever,neu,0.3588,low,0.3531,0,t10,not_pilot_season,AI or Fake Content,Comments questioning if the content is AI-generated or not real.,0.8934,1,c178,llm
r342,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r343,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,"He has 8 more strikes, i say using one right here is allowed","he has 8 more strikes, i say using one right here is allowed",neu,0.3545,low,0.3426,0,t5,strikes_say_one,Conflict and Consequences,"Comments discussing conflict, using up 'strikes', and potential negative outcomes.",0.9443,1,c179,llm
r344,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,"He wasn’t speeding a little bit tho lol, she was mean about it but not wrong.","he wasn’t speeding a little bit tho lol, she was mean about it but not wrong.",neu,0.3499,low,0.3779,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8995,1,c180,llm
r345,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,For something he's at fault for?,for something he's at fault for?,neu,0.3621,low,0.3518,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8393,1,c181,llm
r346,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@lemongrassarch we serious? He was being nice and shes pushing it so i said he should use up one of his strikes bc shes literally pushing him to his limit. I didnt say he wasnt speeding,we serious? he was being nice and shes pushing it so i said he should use up one of his strikes bc shes literally pushing him to his limit. i didnt say he wasnt speeding,neu,0.3452,low,0.3695,0,t5,strikes_say_one,Conflict and Consequences,"Comments discussing conflict, using up 'strikes', and potential negative outcomes.",0.9221,1,c182,llm
r347,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,How many strikes would it have cost to shoot her 47 times,how many strikes would it have cost to shoot her 47 times,neg,0.3478,low,0.3433,0,t5,strikes_say_one,Conflict and Consequences,"Comments discussing conflict, using up 'strikes', and potential negative outcomes.",0.9112,1,c183,llm
r348,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,What’s the movie/show. Don’t think it’s the one they mentioned,what’s the movie/show. don’t think it’s the one they mentioned,neu,0.3744,high,0.3737,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9125,1,c184,llm
r349,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@nickk_rm00 not Pilot Season? ??,not pilot season? ??,neu,0.3617,low,0.3463,0,t10,not_pilot_season,AI or Fake Content,Comments questioning if the content is AI-generated or not real.,0.8683,1,c185,llm
r350,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,"""You assume"" well yeah im not a f'ing mind reader","""you assume"" well yeah im not a f'ing mind reader",neu,0.3659,low,0.3560,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8820,1,c186,llm
r351,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,Fun fact: everyone goes to the bathroom after watching my movie.??,fun fact: everyone goes to the bathroom after watching my movie.??,neu,0.3383,low,0.3467,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8594,1,c187,llm
r352,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@elk.9047837 that’s wild that you give them food poisoning,.9047837 that’s wild that you give them food poisoning,neu,0.3433,low,0.3477,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8242,1,c188,llm
r353,https://www.instagram.com/reel/DW9SgHhuO6i/,reply,@elk.9047837 shut up,.9047837 shut up,neg,0.3465,low,0.3782,0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9099,1,c189,llm
r354,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,Ai slop,ai slop,neg,0.3654,low,0.3415,0,t10,not_pilot_season,AI or Fake Content,Comments questioning if the content is AI-generated or not real.,0.9119,1,c190,llm
r355,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,"God it’s all ai now, I miss good shitposts","god it’s all ai now, i miss good shitposts",neg,0.3440,low,0.3488,0,t10,not_pilot_season,AI or Fake Content,Comments questioning if the content is AI-generated or not real.,0.8974,1,c191,llm
r356,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,"Officer, its not my duty to tell you why YOU pulled me over, its yours. So if you would be so kind as to give me the reason, we can go about everything and I can be on my way as quickly as possible.","officer, its not my duty to tell you why you pulled me over, its yours. so if you would be so kind as to give me the reason, we can go about everything and i can be on my way as quickly as possible.",neu,0.3552,low,0.3512,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8832,1,c192,llm
r357,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,Great photo! ??,great photo! ??,pos,0.3680,low,0.3530,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8768,1,c193,llm
r358,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,Ayo I whole heatedly felt that guy's problem ??,ayo i whole heatedly felt that guy's problem ??,pos,0.3557,low,0.3438,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8645,1,c194,llm
r359,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,Same problem every face..,same problem every face..,neu,0.3505,low,0.3391,0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8335,1,c195,llm
r360,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,,,,,,,,,,,,,0,,
r361,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,????????,????????,neu,0.3793,low,0.3544,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm
r362,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r363,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,@spiritual_zulu I know how it feels thanks for bringing back my husband this time he loves me more than he loves himself self,i know how it feels thanks for bringing back my husband this time he loves me more than he loves himself self,pos,0.3634,low,0.3377,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8274,1,c196,llm
r364,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,"She didn't have to be so condescending towards him, the dudes obviously having a had time","she didn't have to be so condescending towards him, the dudes obviously having a had time",neg,0.3787,low,0.3734,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8636,1,c197,llm
r365,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,Should said nothing and just ripped a giant fart.,should said nothing and just ripped a giant fart.,neg,0.3468,low,0.3793,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.7963,1,c198,llm
r366,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r367,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,"Officer, I wouldn't presume to know what thoughts are going through your head. How about you tell me why you pulled me over. If I appear agitated it's because you stopped me for the illegal purpose of putting me through a guessing game.","officer, i wouldn't presume to know what thoughts are going through your head. how about you tell me why you pulled me over. if i appear agitated it's because you stopped me for the illegal purpose of putting me through a guessing game.",neu,0.3572,low,0.3471,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8857,1,c199,llm
r368,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r369,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r370,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,????????,????????,neu,0.3793,low,0.3544,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm
r371,https://www.instagram.com/reel/DW9SgHhuO6i/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r373,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??bro humbled her in seconds,??bro humbled her in seconds,pos,0.3380,low,0.3495,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8831,1,c200,llm
r374,https://www.instagram.com/reel/DW34A7uCOwb/,reply,"Finally, she said it ???????????????? women, they don't agree quickly ??????????","finally, she said it ???????????????? women, they don't agree quickly ??????????",pos,0.3586,low,0.3504,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8802,1,c201,llm
r375,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????????,??????????,neu,0.3787,med,0.3490,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model
r376,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r377,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Yes she do????,yes she do????,pos,0.3754,low,0.3510,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8877,1,c202,llm
r378,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????????,????????,neu,0.3793,low,0.3544,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm
r379,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Craig ??????,craig ??????,neu,0.3623,low,0.3425,0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8866,1,c203,llm
r380,https://www.instagram.com/reel/DW34A7uCOwb/,comment,"That is why is better to use a better term of word, so no one get confused by words????","that is why is better to use a better term of word, so no one get confused by words????",neu,0.3526,low,0.3464,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8289,1,c204,llm
r381,https://www.instagram.com/reel/DW34A7uCOwb/,reply,"@mounir20253 thanks for enlightening us, Einstein","thanks for enlightening us, einstein",pos,0.3554,low,0.3504,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8596,1,c205,llm
r382,https://www.instagram.com/reel/DW34A7uCOwb/,reply,@malutes1 Why salty about my comment?,why salty about my comment?,neg,0.3475,low,0.3561,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8694,1,c206,llm
r383,https://www.instagram.com/reel/DW34A7uCOwb/,comment,"No sriously, one BJ.  All is forgiven","no sriously, one bj. all is forgiven",neg,0.3448,low,0.3659,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8859,1,c207,llm
r384,https://www.instagram.com/reel/DW34A7uCOwb/,reply,@david2780184 Bro timeout ??,bro timeout ??,neu,0.3522,med,0.3569,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.9032,1,c208,llm
r385,https://www.instagram.com/reel/DW34A7uCOwb/,reply,"@david2780184 aight bro, put the phone down. Ur done","aight bro, put the phone down. ur done",neg,0.3481,low,0.3730,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8826,1,c209,llm
r386,https://www.instagram.com/reel/DW34A7uCOwb/,reply,,,,,,,,,,,,,0,,
r387,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Is this a movie? If so anyone know the title ?,is this a movie? if so anyone know the title ?,pos,0.3635,high,0.3830,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9327,1,c210,llm
r388,https://www.instagram.com/reel/DW34A7uCOwb/,comment,,,,,,,,,,,,,0,,
r389,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Is she on Craigs list or Craig on her list,is she on craigs list or craig on her list,neu,0.3620,low,0.3443,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8739,1,c211,llm
r390,https://www.instagram.com/reel/DW34A7uCOwb/,comment,every women in America today,every women in america today,neu,0.3502,low,0.3370,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8671,1,c212,llm
r391,https://www.instagram.com/reel/DW34A7uCOwb/,comment,But I don't kneed you too...,but i don't kneed you too...,neg,0.3597,low,0.3784,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8852,1,c213,llm
r392,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Of course she thinks that way…..super misplaced confidence ??,of course she thinks that way…..super misplaced confidence ??,neg,0.3457,low,0.3632,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8621,1,c214,llm
r393,https://www.instagram.com/reel/DW34A7uCOwb/,comment,F**k English ??,f**k english ??,neg,0.3493,low,0.3605,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8866,1,c215,llm
r394,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????????,????????,neu,0.3793,low,0.3544,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm
r395,https://www.instagram.com/reel/DW34A7uCOwb/,comment,She get the word twisted and later still accept it that she kneeded him ??,she get the word twisted and later still accept it that she kneeded him ??,neg,0.3511,low,0.3414,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8633,1,c216,llm
r396,https://www.instagram.com/reel/DW34A7uCOwb/,comment,They everything hovers around them.  Delulu,they everything hovers around them. delulu,neg,0.3484,low,0.3460,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8536,1,c217,llm
r397,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Where’s the one word ?,where’s the one word ?,neu,0.3717,low,0.3488,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8933,1,c218,llm
r398,https://www.instagram.com/reel/DW34A7uCOwb/,comment,"The diabolical lady, this only happens when you think you're the center of attention...??","the diabolical lady, this only happens when you think you're the center of attention...??",neg,0.3386,low,0.3381,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8380,1,c219,llm
r399,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????????,??????????,neu,0.3787,med,0.3490,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model
r400,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????????,??????????,neu,0.3787,med,0.3490,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model
r401,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r402,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r403,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????????,??????????,neu,0.3787,med,0.3490,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model
r404,https://www.instagram.com/reel/DW34A7uCOwb/,comment,"Lol..a great summary into the sparse female mind....men dont ""need"" a women...real Men choose.","lol..a great summary into the sparse female mind....men dont ""need"" a women...real men choose.",neg,0.3478,low,0.3526,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.7830,1,c220,llm
r405,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Which movie is this?,which movie is this?,pos,0.3679,high,0.3958,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9500,1,c221,llm
r406,https://www.instagram.com/reel/DW34A7uCOwb/,comment,"Me, when If go abroad for the first time??","me, when if go abroad for the first time??",neu,0.3676,med,0.3474,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8209,1,c222,llm
r407,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????????,????????,neu,0.3793,low,0.3544,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm
r408,https://www.instagram.com/reel/DW34A7uCOwb/,comment,"and thats why hes the goat, theeee goat","and thats why hes the goat, theeee goat",pos,0.3637,low,0.3415,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8606,1,c223,llm
r409,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Confused by birth,confused by birth,neu,0.3604,low,0.3466,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8687,1,c224,llm
r410,https://www.instagram.com/reel/DW34A7uCOwb/,comment,?????? humbled in a sec,?????? humbled in a sec,neu,0.3464,low,0.3451,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8957,1,c225,llm
r411,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r412,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????????,??????????,neu,0.3787,med,0.3490,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model
r413,https://www.instagram.com/reel/DW34A7uCOwb/,comment,She she she want me. Nahh she needs me ??,she she she want me. nahh she needs me ??,neu,0.3485,low,0.3501,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8981,1,c226,llm
r414,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Same thing ????,same thing ????,neu,0.3747,low,0.3483,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9144,1,c227,llm
r415,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????????????,????????????,neu,0.3794,low,0.3547,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9347,1,c228,llm
r416,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????????????????,????????????????,neu,0.3782,med,0.3542,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9297,0,c5,model
r417,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Women ????????,women ????????,neu,0.3541,low,0.3359,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.9007,1,c229,llm
r418,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r419,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Since that is the case now I need you fur kneeding me????????,since that is the case now i need you fur kneeding me????????,neu,0.3633,low,0.3364,1,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.8792,1,c230,llm
r420,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r421,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Women??,women??,neu,0.3649,low,0.3373,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.9071,1,c231,llm
r422,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????????,??????????,neu,0.3787,med,0.3490,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model
