row_id,input_url,content_type,text_raw,text_norm,sentiment_label,sentiment_confidence,watch_intent_label,watch_intent_confidence,confusion_flag,theme_id,theme_label,theme_human_label,theme_description,theme_confidence,is_canonical,canonical_id,label_source,primary_username,any_owner,rule_1_owner,rule_3_cross_video_long_dup,rule_4_creator_commenter,theme_human_label_retheme,theme_id_retheme,theme_cohesion_retheme
r204,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,@simplyadamm2 dude I was wondering why he looked familiar,dude i was wondering why he looked familiar,neu,0.3678,low,0.3581,1.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8763,1,c113,llm,6spd.e38,False,False,False,False,MatPat Lookalike Debate,23,0.5817
r205,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,@6spd.e38 he looks like the former player of Man City David silva ??,.e38 he looks like the former player of man city david silva ??,neu,0.3488,low,0.3534,1.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.7939,1,c114,llm,salah_aka_xo,False,False,False,False,MatPat Lookalike Debate,23,0.5817
r206,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Who’s right and wrong? ??,who’s right and wrong? ??,neu,0.3588,low,0.334,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8724,1,c115,llm,livlauvlife_,False,False,False,False,Confusion Reactions,33,0.7770
r207,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,@livlauvlife_ they gonna figure that out for the rest of their lives lol ??,they gonna figure that out for the rest of their lives lol ??,neu,0.366,low,0.3547,1.0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.855,1,c116,llm,ayomide_4852,False,False,False,False,Confusion Reactions,33,0.7770
r208,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,@livlauvlife_ yes,yes,pos,0.3724,low,0.3538,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9404,1,c117,llm,n95.tek,False,False,False,False,Other,45,0.6571
r209,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,I'll be elbowed too if I do this..????,i'll be elbowed too if i do this..????,neu,0.3514,low,0.3434,1.0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8902,1,c118,llm,hyperviraj.hv,False,False,False,False,Kneed vs Need Wordplay,54,0.6689
r210,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,????,????,neu,0.3856,med,0.3562,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model,_vitality_vaultt,False,False,False,False,Confusion Reactions,33,0.7770
r211,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Taking notes,taking notes,neu,0.3721,low,0.349,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8638,1,c119,llm,heyikede,False,False,False,False,Other,45,0.6571
r212,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r213,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Step 1: get on a flight,step 1: get on a flight,neu,0.3584,low,0.3367,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8627,1,c120,llm,harshalnp15,False,False,False,False,Flight Preparation Steps,37,0.6720
r214,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,Step 2: make sure you are sitting at a position that gets you kneed,step 2: make sure you are sitting at a position that gets you kneed,neu,0.3629,low,0.3361,0.0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.883,1,c121,llm,munyar_mudhinar,False,False,False,False,Kneed vs Need Wordplay,54,0.6689
r215,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,@munyar_mudhinar Step 3: Make sure you're beside a 10/10,step 3: make sure you're beside a 10/10,neu,0.3594,low,0.3365,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8877,1,c122,llm,3.t.4.h.r,False,False,False,False,Other,36,0.6831
r216,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,Step 0.5: book a ticket,step 0.5: book a ticket,neu,0.3657,low,0.3514,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8718,1,c123,llm,sephipah,False,False,False,False,Flight Preparation Steps,37,0.6720
r217,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,@sephipah step 0: earn money,step 0: earn money,neu,0.3603,low,0.3416,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8598,1,c124,llm,svenwerkman,False,False,False,False,Flight Preparation Steps,37,0.6720
r218,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,Step 0.1: get a job,step 0.1: get a job,neu,0.368,low,0.3344,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8457,1,c125,llm,peterthericefarmer,False,False,False,False,Flight Preparation Steps,37,0.6720
r219,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Yo ??,yo ??,neu,0.3786,low,0.3387,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9068,1,c126,llm,iheart_esther,False,False,False,False,Other,-1,0.0000
r220,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r221,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,@brockeii ????,????,neu,0.3856,med,0.3562,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model,kanav6019,False,False,False,False,Confusion Reactions,33,0.7770
r222,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??????????,??????????,neu,0.3787,med,0.349,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model,grantdennis1776,False,False,False,False,Confusion Reactions,33,0.7770
r223,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r224,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,So wait what's it called?,so wait what's it called?,neu,0.4016,high,0.3492,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8948,1,c127,llm,casssuhdee,False,False,False,False,Requesting Explanation or Context,44,0.7823
r225,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r226,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r227,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,What is this?,what is this?,neu,0.3968,high,0.3489,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9379,1,c128,llm,john.a.bruder,False,False,False,False,Requesting Explanation or Context,44,0.7823
r228,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r229,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r230,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,That's how easy those beaches are,that's how easy those beaches are,neu,0.3566,low,0.3432,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8141,1,c129,llm,manose.8,False,False,False,False,Other,5,0.6895
r231,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,"""I have a boyfriend"" ??","""i have a boyfriend"" ??",neu,0.3567,low,0.341,1.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8799,1,c130,llm,arturomiranda009,False,False,False,False,Other,21,0.5410
r232,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,amyphoto113,False,False,False,False,Confusion Reactions,33,0.7770
r233,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Go watch,go watch,pos,0.3661,high,0.3557,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.829,1,c131,llm,_vitality_vaultt,False,False,False,False,Where to Watch Requests,8,0.7067
r234,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r235,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r236,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r237,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,amyphoto113,False,False,False,False,Confusion Reactions,33,0.7770
r238,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Just another name on Craig's list ??,just another name on craig's list ??,neu,0.3687,low,0.3442,1.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8735,1,c132,llm,ruchira.r_zikr,False,False,False,False,Craig Name Jokes,17,0.7394
r239,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r240,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r241,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Fantastic lighting! ??,fantastic lighting! ??,pos,0.3696,low,0.3507,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8674,1,c133,llm,jamesphillips1943563,False,False,False,False,Generic Positive Reactions,25,0.7244
r242,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Chopped,chopped,neu,0.3524,low,0.3603,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.893,1,c134,llm,rabea_ally,False,False,False,False,Other,45,0.6571
r243,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Check out my account ?? You won't regret it,check out my account ?? you won't regret it,pos,0.3666,high,0.3528,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.9212,1,c135,llm,mood_refresher9,False,False,False,False,Other,36,0.6831
r244,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Smooth operator,smooth operator,pos,0.3512,low,0.3496,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9046,1,c136,llm,angel_allyours,False,False,False,False,Smooth Move Praise,3,0.8047
r245,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,"Dude was 37 y o model, looks 17 y o.","dude was 37 y o model, looks 17 y o.",neu,0.3439,low,0.341,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8657,1,c137,llm,mimm_mmu,False,False,False,False,Looks 17 Years Old,27,0.8333
r246,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Movie name?,movie name?,neu,0.3731,high,0.383,1.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.959,0,c31,llm,___its_thomas__,False,False,False,False,Content Name Requests,35,0.8012
r247,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,What manner of rizz sorcery is this?!,what manner of rizz sorcery is this?!,pos,0.3566,high,0.3466,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9127,1,c138,llm,orofeus,False,False,False,False,Rizz and Charm Praise,15,0.5926
r248,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,"Try telling the person sitting next to you on a 12-hour flight ""you kneed me"" and watch what happens.","try telling the person sitting next to you on a 12-hour flight ""you kneed me"" and watch what happens.",neu,0.3494,high,0.3461,0.0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.881,1,c139,llm,davidallenwilson2026,False,False,False,False,Kneed vs Need Wordplay,48,0.6754
r249,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r250,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,78% success rate,78% success rate,neu,0.3542,low,0.3488,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.8208,1,c140,llm,crispy770,False,False,False,False,Other,-1,0.0000
r251,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??????????,??????????,neu,0.3787,med,0.349,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model,grantdennis1776,False,False,False,False,Confusion Reactions,33,0.7770
r252,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Smooth,smooth,neu,0.356,low,0.363,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9299,0,c86,model,mh_zilla_1993,False,False,False,False,Smooth Move Praise,3,0.8047
r253,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Unfortunately this line stopped working after millennials. ??,unfortunately this line stopped working after millennials. ??,neg,0.3456,low,0.3542,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8573,1,c141,llm,what_wires,False,False,False,False,Other,-1,0.0000
r254,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r255,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??,??,neu,0.3826,low,0.3469,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm,anchelo.s5,False,False,False,False,Other,-1,0.0000
r256,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,"Reality: ""that supposed to be funny?"" -> dialogue end ??","reality: ""that supposed to be funny?"" -> dialogue end ??",neg,0.3515,low,0.3411,1.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8831,1,c142,llm,merquedelyon,False,False,False,False,Rizz and Charm Praise,15,0.5926
r257,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??,??,neu,0.3826,low,0.3469,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm,anchelo.s5,False,False,False,False,Other,-1,0.0000
r258,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,I'm Creg. Well Creg. It's fucking Craig.,i'm creg. well creg. it's fucking craig.,neg,0.3458,low,0.3411,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8543,1,c143,llm,craigmillar82,False,False,False,False,Craig Name Jokes,17,0.7394
r259,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,name of the series?,name of the series?,neu,0.375,high,0.3979,0.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8929,1,c144,llm,ronaldogoat4747,False,False,False,False,Content Name Requests,11,0.8401
r260,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,"""But I respect myself more"" God I hate when people talk like that. Positive self talk and all I'm for it but do people really say that out loud to others?!","""but i respect myself more"" god i hate when people talk like that. positive self talk and all i'm for it but do people really say that out loud to others?!",neg,0.336,low,0.3464,0.0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8464,1,c145,llm,cherrys.designs,False,False,False,False,Other,1,0.5150
r261,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r262,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Is tht rizz or knizz,is tht rizz or knizz,neu,0.378,med,0.3373,0.0,t10,not_pilot_season,AI or Fake Content,Comments questioning if the content is AI-generated or not real.,0.8849,1,c146,llm,urhomiehiro,False,False,False,False,Rizz and Charm Praise,15,0.5926
r263,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,????,????,neu,0.3856,med,0.3562,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model,_vitality_vaultt,False,False,False,False,Confusion Reactions,33,0.7770
r264,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,????????,????????,neu,0.3793,low,0.3544,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm,njabulomanyisa,False,False,False,False,Confusion Reactions,33,0.7770
r265,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Wrong. Kneaded is the right work.,wrong. kneaded is the right work.,neu,0.352,low,0.357,0.0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.8705,1,c147,llm,rich_0_logy,False,False,False,False,Kneed vs Need Wordplay,54,0.6689
r266,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,She was getting all worked just to blush in the end????,she was getting all worked just to blush in the end????,neu,0.3507,med,0.3487,1.0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.872,1,c148,llm,lido_caine,False,False,False,False,Woman's Reaction Analysis,39,0.5813
r267,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,M,m,neu,0.3662,low,0.3501,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9342,1,c149,llm,hamza136443,False,False,False,False,Other,45,0.6571
r268,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Uno reverse ????????,uno reverse ????????,neu,0.3631,low,0.3459,1.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8735,1,c150,llm,bakhrombek.mister,False,False,False,False,Other,45,0.6571
r269,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??,??,neu,0.3826,low,0.3469,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm,anchelo.s5,False,False,False,False,Other,-1,0.0000
r270,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,amyphoto113,False,False,False,False,Confusion Reactions,33,0.7770
r271,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Yo this looks like that dude that’s 40 but claims he looks 17,yo this looks like that dude that’s 40 but claims he looks 17,neu,0.3374,med,0.3418,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8959,1,c151,llm,adeal330,False,False,False,False,Looks 17 Years Old,26,0.8627
r272,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,English ka mamla khrb re baba??,english ka mamla khrb re baba??,neg,0.3647,low,0.3357,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8417,1,c152,llm,matura_deepak,False,False,False,False,English Language Criticism,29,0.6770
r273,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r274,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??????????,??????????,neu,0.3787,med,0.349,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model,grantdennis1776,False,False,False,False,Confusion Reactions,33,0.7770
r275,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,So all you kneed is a dumb girl.  Weird message.,so all you kneed is a dumb girl. weird message.,neg,0.3464,low,0.3522,0.0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8983,1,c153,llm,ryan_not_seacrest,False,False,False,False,Kneed vs Need Wordplay,54,0.6689
r276,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,That was smooth,that was smooth,pos,0.3633,low,0.3497,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9237,1,c154,llm,baby_blue_jelly_bean,False,False,False,False,Smooth Move Praise,4,0.7562
r277,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r278,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r279,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,I'll be elbowed too if I do this..????,i'll be elbowed too if i do this..????,neu,0.3514,low,0.3434,1.0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8902,0,c118,llm,hyperviraj.hv,False,False,False,False,Kneed vs Need Wordplay,54,0.6689
r280,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r281,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r282,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,This can only happen once????????,this can only happen once????????,neu,0.3571,high,0.3481,1.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8452,1,c155,llm,ke_ghost_ke_golden,False,False,False,False,Other,20,0.6300
r283,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r284,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,What she needs is acting lessons,what she needs is acting lessons,neg,0.3443,low,0.3487,0.0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8858,1,c156,llm,boazstark,False,False,False,False,Other,-1,0.0000
r285,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Just another name on Craig's list ??,just another name on craig's list ??,neu,0.3687,low,0.3442,1.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8735,0,c132,llm,ruchira.r_zikr,False,False,False,False,Craig Name Jokes,17,0.7394
r286,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,This shit only happens in movies,this shit only happens in movies,neu,0.3353,low,0.3545,0.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8982,1,c157,llm,fer4.nm1,False,False,False,False,Only Happens in Movies,13,0.7078
r287,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r288,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r289,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r290,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,"""I have a boyfriend"" ??","""i have a boyfriend"" ??",neu,0.3567,low,0.341,1.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8799,0,c130,llm,arturomiranda009,False,False,False,False,Other,21,0.5410
r291,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,or just get a cute puppy,or just get a cute puppy,neu,0.3632,low,0.3519,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8894,1,c158,llm,sullivaninthecity,False,False,False,False,Other,-1,0.0000
r292,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??,??,neu,0.3826,low,0.3469,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm,anchelo.s5,False,False,False,False,Other,-1,0.0000
r293,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r294,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r295,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,amyphoto113,False,False,False,False,Confusion Reactions,33,0.7770
r296,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Is that even a word???,is that even a word???,neu,0.37,low,0.3531,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9029,1,c159,llm,_mwinuka,False,False,False,False,New Word Discovery,24,0.7532
r297,https://www.instagram.com/reel/DW_x3ZrO2Wz/,comment,Step 1: get on a flight,step 1: get on a flight,neu,0.3584,low,0.3367,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8627,0,c120,llm,harshalnp15,False,False,False,False,Flight Preparation Steps,37,0.6720
r298,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,Step 2: make sure you are sitting at a position that gets you kneed,step 2: make sure you are sitting at a position that gets you kneed,neu,0.3629,low,0.3361,0.0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.883,0,c121,llm,munyar_mudhinar,False,False,False,False,Kneed vs Need Wordplay,54,0.6689
r299,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,@munyar_mudhinar Step 3: Make sure you're beside a 10/10,step 3: make sure you're beside a 10/10,neu,0.3594,low,0.3365,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8877,0,c122,llm,3.t.4.h.r,False,False,False,False,Other,36,0.6831
r300,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,Step 0.5: book a ticket,step 0.5: book a ticket,neu,0.3657,low,0.3514,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8718,0,c123,llm,sephipah,False,False,False,False,Flight Preparation Steps,37,0.6720
r301,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,@sephipah step 0: earn money,step 0: earn money,neu,0.3603,low,0.3416,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8598,0,c124,llm,svenwerkman,False,False,False,False,Flight Preparation Steps,37,0.6720
r302,https://www.instagram.com/reel/DW_x3ZrO2Wz/,reply,Step 0.1: get a job,step 0.1: get a job,neu,0.368,low,0.3344,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8457,0,c125,llm,peterthericefarmer,False,False,False,False,Flight Preparation Steps,37,0.6720
